Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,IMDB Rating,Runtime,Genre,Metascore,Directors,Stars,Director,Writer,Cast,Country of Origin,Languages
2006.0,Apocalypto,40000000,50866635,121032272,7.8,139,Action,68.0,Mel Gibson,"['Gerardo Taracena', 'Raoul Max Trujillo', 'Dalia Hernández', 'Rudy Youngblood']",Mel Gibson,"Mel Gibson, Farhad Safinia","Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández, Rudy Youngblood, Jonathan Brewer, Morris Birdyellowhead, Carlos Emilio Báez, Amilcar Ramírez, Israel Contreras, Israel Ríos, Isabel Díaz, Espiridion Acosta Cache, Mayra Serbulo, Iazua Larios, Lorena Heranandez, Itandehui Gutierrez, Sayuri Gutierrez, Hiram Soto",United States,"Maya, English"
1997.0,Amistad,40000000,44212592,58250151,7.3,155,Biography,63.0,Steven Spielberg,"['Djimon Hounsou', 'Matthew McConaughey', 'Anthony Hopkins', 'Morgan Freeman']",Steven Spielberg,David Franzoni,"Djimon Hounsou, Matthew McConaughey, Anthony Hopkins, Morgan Freeman, Nigel Hawthorne, David Paymer, Pete Postlethwaite, Stellan Skarsgård, Razaaq Adoti, Abu Bakaar Fofanah, Anna Paquin, Tomas Milian, Chiwetel Ejiofor, Derrick N. Ashong, Geno Silva, John Ortiz, Ralph Brown, Darren E. Burrows",United States,"English, Mende, Spanish, Portuguese"
1991.0,The Doors,40000000,34416893,34420595,7.2,140,Biography,62.0,Oliver Stone,"['Val Kilmer', 'Meg Ryan', 'Kyle MacLachlan', 'Frank Whaley']",Oliver Stone,"Randall Jahnson, Oliver Stone","Val Kilmer, Meg Ryan, Kyle MacLachlan, Frank Whaley, Kevin Dillon, Michael Wincott, Michael Madsen, Josh Evans, Dennis Burkley, Billy Idol, Kathleen Quinlan, John Densmore, Gretchen Becker, Jerry Sturm, Sean Stone, Kendall Deichen, Floyd 'Red Crow' Westerman, Rion Hunter",France,English
2017.0,Detroit,40000000,16790139,26033563,7.3,143,Crime,77.0,Kathryn Bigelow,"['John Boyega', 'Anthony Mackie', 'Algee Smith', 'Jacob Latimore']",Kathryn Bigelow,Mark Boal,"John Boyega, Anthony Mackie, Algee Smith, Jacob Latimore, Chris Chalk, Mason Alban, Bennett Deady, Andrea Eversley, Michael Jibrin, Khris Davis, Joshua Olumide, Daniel Washington, Amari Cheatom, Tyler James Williams, Laz Alonso, Benz Veal, Angel Blaise, Lance Law",United States,English
1994.0,The Hudsucker Proxy,40000000,2816518,14938149,7.2,111,Comedy,53.0,Joel Coen,"['Ethan Coen', 'Tim Robbins', 'Paul Newman', 'Jennifer Jason Leigh', 'Charles Durning']","Joel Coen, Ethan Coen","Ethan Coen, Joel Coen, Sam Raimi","Tim Robbins, Paul Newman, Jennifer Jason Leigh, Charles Durning, John Mahoney, Jim True-Frost, Bill Cobbs, Bruce Campbell, Harry Bugin, John Seitz, Joe Grifasi, Roy Brocksmith, John Wylie, I.M. Hobson, Gary Allen, John Scanlan, Richard Woods, Jerome Dempsey",United Kingdom,English
2019.0,Klaus,40000000,0,0,8.2,96,Animation,65.0,Sergio Pablos,"['Carlos Martínez López', 'Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones', 'Will Sasso']","Sergio Pablos, Carlos Martínez López","Sergio Pablos, Jim Mahoney, Zach Lewis","Jason Schwartzman, J.K. Simmons, Rashida Jones, Will Sasso, Neda Margrethe Labba, Sergio Pablos, Norm MacDonald, Joan Cusack, Evan Agos, Sky Alexis, Jaeden Bettencourt, Teddy Blum, Mila Brener, Sydney Brower, Finn Carr, Kendall Joy Hall, Hailey Hermida, Lexie Holland",Spain,"English, Saami"
2013.0,Rush,38000000,26947624,98230839,8.1,123,Action,74.0,Ron Howard,"['Daniel Brühl', 'Chris Hemsworth', 'Olivia Wilde', 'Alexandra Maria Lara']",Ron Howard,Peter Morgan,"Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino, David Calder, Natalie Dormer, Stephen Mangan, Christian McKay, Alistair Petrie, Julian Rhind-Tutt, Colin Stinton, Jamie de Courcey, Augusto Dallara, Ilario Calvo, Patrick Baladi, Vincent Riotta, Martin Savage",United Kingdom,"English, German, Italian, French, Japanese, Spanish"
2008.0,The Express,37500000,9793406,9813309,7.2,130,Biography,58.0,Gary Fleder,"['Rob Brown', 'Dennis Quaid', 'Clancy Brown', 'Darrin Dewitt Henson']",Gary Fleder,"Charles Leavitt, Robert Gallagher","Rob Brown, Dennis Quaid, Clancy Brown, Darrin Dewitt Henson, Omar Benson Miller, Nelsan Ellis, Charles S. Dutton, Justin Martin, Justin Jones, Nicole Beharie, Aunjanue Ellis-Taylor, Elizabeth Shivers, Danny McCarthy, Regina Hoyles, Chelcie Ross, Saul Rubinek, Craig Hawksley, Jeff Still",United States,English
2015.0,Creed,37000000,109767581,173567581,7.6,133,Action,82.0,Ryan Coogler,"['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashad']",Ryan Coogler,"Ryan Coogler, Aaron Covington, Sylvester Stallone","Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad, Andre Ward, Tony Bellew, Ritchie Coster, Jacob 'Stitch' Duran, Graham McTavish, Malik Bazille, Ricardo 'Padman' McGill, Gabe Rosado, Wood Harris, Buddy Osborn, Rupal Pujara, Brian Anthony Wilson, Joey Eye, Johanna Tolentino",United States,"English, Spanish"
2010.0,The Town,37000000,92186262,152566881,7.5,125,Crime,74.0,Ben Affleck,"['Ben Affleck', 'Rebecca Hall', 'Jon Hamm', 'Jeremy Renner']",Ben Affleck,"Peter Craig, Ben Affleck, Aaron Stockard","Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner, Blake Lively, George Carroll, Owen Burke, Titus Welliver, Pete Postlethwaite, Chris Cooper, Dennis McLaughlin, Corena Chase, Brian Scannell, Kerri Dunbar, Tony V., Isaac Bordoy, Michael Yebba, Daniel Woods",United States,English
2017.0,It,35000000,328828874,701083042,7.3,135,Horror,69.0,Andy Muschietti,"['Bill Skarsgård', 'Jaeden Martell', 'Finn Wolfhard', 'Sophia Lillis']",Andy Muschietti,"Chase Palmer, Cary Joji Fukunaga, Gary Dauberman","Bill Skarsgård, Jaeden Martell, Finn Wolfhard, Sophia Lillis, Jeremy Ray Taylor, Chosen Jacobs, Jack Dylan Grazer, Wyatt Oleff, Nicholas Hamilton, Jake Sim, Logan Thompson, Owen Teague, Jackson Robert Scott, Stephen Bogaert, Stuart Hughes, Geoffrey Pounsett, Pip Dwyer, Molly Atkinson",United States,"English, Hebrew"
2009.0,The Hangover,35000000,277322503,465487583,7.7,100,Comedy,73.0,Todd Phillips,"['Zach Galifianakis', 'Bradley Cooper', 'Justin Bartha', 'Ed Helms']",Todd Phillips,"Jon Lucas, Scott Moore","Zach Galifianakis, Bradley Cooper, Justin Bartha, Ed Helms, Heather Graham, Sasha Barrese, Jeffrey Tambor, Ken Jeong, Rachael Harris, Mike Tyson, Mike Epps, Jernard Burks, Rob Riggle, Cleo King, Bryan Callen, Matt Walsh, Ian Anthony Dale, Michael Li",United States,English
1991.0,Cape Fear,35000000,79091969,182291969,7.3,128,Crime,73.0,Martin Scorsese,"['Robert De Niro', 'Nick Nolte', 'Jessica Lange', 'Juliette Lewis']",Martin Scorsese,"John D. MacDonald, James R. Webb, Wesley Strick","Robert De Niro, Nick Nolte, Jessica Lange, Juliette Lewis, Joe Don Baker, Robert Mitchum, Gregory Peck, Martin Balsam, Illeana Douglas, Fred Thompson, Zully Montero, Craig Henne, Forest Burton, Edgar Allan Poe IV, Rod Ball, W. Paul Bodie, Joel Kolker, Antoni Corone",United States,English
1997.0,L.A. Confidential,35000000,64604977,126204977,8.2,138,Crime,91.0,Curtis Hanson,"['Kevin Spacey', 'Russell Crowe', 'Guy Pearce', 'Kim Basinger']",Curtis Hanson,"James Ellroy, Brian Helgeland, Curtis Hanson","Kevin Spacey, Russell Crowe, Guy Pearce, Kim Basinger, James Cromwell, Danny DeVito, David Strathairn, Ron Rifkin, Matt McCoy, Paul Guilfoyle, Paolo Seganti, Elisabeth Granli, Sandra Taylor, Steve Rankin, Graham Beckel, Allan Graf, Precious Chong, Symba",United States,English
2010.0,Secretariat,35000000,59699513,60376247,7.2,123,Biography,61.0,Randall Wallace,"['Diane Lane', 'John Malkovich', 'Margo Martindale', 'Nelsan Ellis']",Randall Wallace,"Mike Rich, William Nack","Diane Lane, John Malkovich, Margo Martindale, Nelsan Ellis, Dylan Walsh, Otto Thorwarth, Fred Thompson, James Cromwell, Scott Glenn, Michael Harding, Richard Fullerton, Tim Ware, Nestor Serrano, Keith Austin, Kevin Connolly, Eric Lange, Drew Roy, Carissa Fowler",United States,English
1992.0,Malcolm X,35000000,48169910,48169910,7.7,202,Biography,73.0,Spike Lee,"['Denzel Washington', 'Angela Bassett', 'Delroy Lindo', 'Spike Lee']",Spike Lee,"Arnold Perl, Spike Lee, Alex Haley","Denzel Washington, Angela Bassett, Delroy Lindo, Spike Lee, Albert Hall, Al Freeman Jr., Theresa Randle, Kate Vernon, Lonette McKee, Tommy Hollis, James McDaniel, Ernest Thomas, Jean-Claude La Marre, O.L. Duke, Larry McCoy, Maurice Sneed, Debi Mazar, Phyllis Yvonne Stickney",United States,"English, Arabic"
2000.0,Wonder Boys,35000000,19389454,33422485,7.2,107,Comedy,74.0,Curtis Hanson,"['Michael Douglas', 'Tobey Maguire', 'Frances McDormand', 'Robert Downey Jr.']",Curtis Hanson,"Michael Chabon, Steve Kloves","Michael Douglas, Tobey Maguire, Frances McDormand, Robert Downey Jr., Katie Holmes, Rip Torn, Richard Knox, Jane Adams, Michael Cavadias, Richard Thomas, Alan Tudyk, Philip Bosco, George Grizzard, Kelly Bishop, Bill Velin, Charis Michelsen, Yusuf Gatewood, June Hildreth",United States,English
2009.0,The Young Victoria,35000000,11001272,31878891,7.2,105,Biography,64.0,Jean,"['Emily Blunt', 'Rupert Friend', 'Paul Bettany', 'Miranda Richardson']",Jean-Marc Vallée,Julian Fellowes,"Emily Blunt, Rupert Friend, Paul Bettany, Miranda Richardson, Jim Broadbent, Thomas Kretschmann, Mark Strong, Jesper Christensen, Harriet Walter, Jeanette Hain, Julian Glover, Michael Maloney, Michiel Huisman, Genevieve O'Reilly, Rachael Stirling, Morven Christie, Josef Altin, Tom Brooke",United Kingdom,"English, German"
2015.0,The Walk,35000000,10161183,61492104,7.3,123,Adventure,70.0,Robert Zemeckis,"['Joseph Gordon-Levitt', 'Charlotte Le Bon', 'Guillaume Baillargeon', 'Émilie Leclerc']",Robert Zemeckis,"Robert Zemeckis, Christopher Browne, Philippe Petit","Joseph Gordon-Levitt, Charlotte Le Bon, Ben Kingsley, James Badge Dale, Clément Sibony, César Domboy, Benedict Samuel, Ben Schwartz, Steve Valentine, Soleyman Pierini, Patrick Baby, Marie Turgeon, Guillaume Baillargeon, Émilie Leclerc, Inka Malovic, Lucas Ramacière, Martin Lefebvre, Philippe Bertrand",United States,"English, French, Czech"
2006.0,The Fountain,35000000,10144010,15461638,7.2,97,Drama,51.0,Darren Aronofsky,"['Hugh Jackman', 'Rachel Weisz', 'Sean Patrick Thomas', 'Ellen Burstyn']",Darren Aronofsky,"Darren Aronofsky, Ari Handel","Hugh Jackman, Rachel Weisz, Sean Patrick Thomas, Ellen Burstyn, Mark Margolis, Stephen McHattie, Fernando Hernandez, Cliff Curtis, Donna Murphy, Ethan Suplee, Richard McMillan, Lorne Brass, Abraham Aronofsky, Renee Asofsky, Anish Majumdar, Janique Kearns, Boyd Banks, Alex Bisping",United States,"English, Maya"
2020.0,The Trial of the Chicago 7,35000000,0,115709,7.7,129,Drama,76.0,Aaron Sorkin,"['Eddie Redmayne', 'Alex Sharp', 'Sacha Baron Cohen', 'Jeremy Strong']",Aaron Sorkin,Aaron Sorkin,"Eddie Redmayne, Alex Sharp, Sacha Baron Cohen, Jeremy Strong, John Carroll Lynch, Yahya Abdul-Mateen II, Mark Rylance, Joseph Gordon-Levitt, Ben Shenkman, J.C. MacKenzie, Frank Langella, Danny Flaherty, Noah Robbins, John Doman, Michael Keaton, Kelvin Harrison Jr., Caitlin FitzGerald, Brady Jenness",United States,"English, Latin, French"
2011.0,Source Code,32000000,54712227,140428499,7.5,93,Action,74.0,Duncan Jones,"['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga', 'Jeffrey Wright']",Duncan Jones,Ben Ripley,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright, Michael Arden, Cas Anvar, Russell Peters, Brent Skagford, Craig Thomas, Gordon Masten, Susan Bain, Paula Jean Hixson, Lincoln Ward, Kyle Gatehouse, Albert Kwan, Anne Day-Jones, Clarice Byrne, James A. Woods",United States,English
1979.0,Apocalypse Now,31500000,83471511,85908699,8.4,147,Drama,94.0,Francis Ford Coppola,"['Martin Sheen', 'Marlon Brando', 'Robert Duvall', 'Frederic Forrest']",Francis Ford Coppola,"John Milius, Francis Ford Coppola, Michael Herr","Martin Sheen, Marlon Brando, Robert Duvall, Frederic Forrest, Sam Bottoms, Laurence Fishburne, Albert Hall, Harrison Ford, Dennis Hopper, G.D. Spradlin, Jerry Ziesmer, Scott Glenn, Bo Byers, James Keane, Kerry Rossall, Ron McQueen, Tom Mason, Cynthia Wood",United States,"English, French, Vietnamese"
2013.0,42,31000000,95020213,97470701,7.5,128,Biography,62.0,Brian Helgeland,"['Chadwick Boseman', 'T.R. Knight', 'Harrison Ford', 'Nicole Beharie']",Brian Helgeland,Brian Helgeland,"Chadwick Boseman, T.R. Knight, Harrison Ford, Nicole Beharie, Christopher Meloni, Ryan Merriman, Lucas Black, André Holland, Alan Tudyk, Hamish Linklater, John C. McGinley, Toby Huss, Max Gail, Brad Beyer, James Pickens Jr., Gino Anthony Pesi, Brett Cullen, Jesse Luken",United States,English
2014.0,The Grand Budapest Hotel,31000000,59076019,163503514,8.1,99,Adventure,88.0,Wes Anderson,"['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric', 'Adrien Brody']",Wes Anderson,"Stefan Zweig, Wes Anderson, Hugo Guinness","Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe, Jeff Goldblum, Harvey Keitel, Jude Law, Bill Murray, Edward Norton, Saoirse Ronan, Jason Schwartzman, Léa Seydoux, Tilda Swinton, Tom Wilkinson, Owen Wilson, Tony Revolori, Larry Pine",United States,"English, French, German"
2000.0,Frequency,31000000,44983704,68079671,7.4,118,Crime,67.0,Gregory Hoblit,"['Dennis Quaid', 'Jim Caviezel', 'Shawn Doyle', 'Elizabeth Mitchell']",Gregory Hoblit,Toby Emmerich,"Dennis Quaid, Jim Caviezel, Shawn Doyle, Elizabeth Mitchell, Andre Braugher, Noah Emmerich, Melissa Errico, Daniel Henson, Jordan Bridges, Stephen Joffe, Jack McCormack, Peter MacNeill, Michael Cera, Marin Hinkle, Richard Sali, Nesbitt Blaisdell, Joan Heney, Jessica Meyer",United States,English
1995.0,Toy Story,30000000,192523233,365270951,8.3,81,Animation,96.0,John Lasseter,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney']",John Lasseter,"John Lasseter, Pete Docter, Andrew Stanton","Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger, Annie Potts, John Morris, Erik von Detten, Laurie Metcalf, R. Lee Ermey, Sarah Rayne, Penn Jillette, Jack Angel, Spencer Aste, Greg Berg, Lisa Bradley, Kendall Cunningham",United States,English
2000.0,Remember the Titans,30000000,115719751,136771683,7.8,113,Biography,48.0,Boaz Yakin,"['Denzel Washington', 'Will Patton', 'Wood Harris', 'Ryan Hurst']",Boaz Yakin,Gregory Allen Howard,"Denzel Washington, Will Patton, Wood Harris, Ryan Hurst, Donald Faison, Craig Kirkwood, Ethan Suplee, Kip Pardue, Hayden Panettiere, Nicole Ari Parker, Kate Bosworth, Earl Poitier, Ryan Gosling, Burgess Jenkins, Neal Ghant, David Jefferson, Preston Wigasi Brant, John Michael Weatherly",United States,English
2009.0,District 9,30000000,115646235,212453431,7.9,112,Action,81.0,Neill Blomkamp,"['Sharlto Copley', 'David James', 'Jason Cope', 'Nathalie Boltt']",Neill Blomkamp,"Neill Blomkamp, Terri Tatchell","Sharlto Copley, David James, Jason Cope, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nat Boltt, Sylvaine Strike, Elizabeth Mkandawie, John Sumner, Greg Melvill-Smith, Nick Blake, Morena Busa Sesatsa, Themba Nkosi, Mzwandile Nqoba",South Africa,"English, Nyanja, Afrikaans, Zulu, Xhosa, Sotho"
1995.0,Se7en,30000000,100125643,328125643,8.6,127,Crime,65.0,David Fincher,"['Morgan Freeman', 'Brad Pitt', 'Kevin Spacey', 'Andrew Kevin Walker']",David Fincher,Andrew Kevin Walker,"Morgan Freeman, Brad Pitt, Kevin Spacey, Andrew Kevin Walker, Daniel Zacapa, Gwyneth Paltrow, John Cassini, Bob Mack, Peter Crombie, Reg E. Cathey, R. Lee Ermey, George Christy, Endre Hules, Hawthorne James, William Davidson, Bob Collins, Jimmy Dale Hartsell, Richard Roundtree",United States,English
2012.0,Looper,30000000,66486205,170466405,7.4,119,Action,84.0,Rian Johnson,"['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt', 'Paul Dano']",Rian Johnson,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano, Noah Segan, Piper Perabo, Jeff Daniels, Pierce Gagnon, Qing Xu, Tracie Thoms, Frank Brennan, Garret Dillahunt, Nick Gomez, Marcus Hester, Jon Eyez, Kevin Stillwell, Thirl Haston, James Landry Hébert",United States,"English, French"
2004.0,Friday Night Lights,30000000,61255921,61950770,7.2,118,Action,70.0,Peter Berg,"['Billy Bob Thornton', 'Jay Hernandez', 'Derek Luke', 'Lucas Black']",Peter Berg,"Buzz Bissinger, David Aaron Cohen, Peter Berg","Billy Bob Thornton, Jay Hernandez, Derek Luke, Lucas Black, Garrett Hedlund, Lee Jackson, Lee Thompson Young, Tim McGraw, Grover Coulson, Connie Britton, Connie Cooper, Kasey Stevens, Ryanne Duzich, Amber Heard, Morgan Farris, Laine Kelly, Gavin Grazer, Turk Pipkin",United States,English
2015.0,Southpaw,30000000,52421953,94156456,7.3,124,Action,57.0,Antoine Fuqua,"['Jake Gyllenhaal', 'Rachel McAdams', 'Oona Laurence', 'Forest Whitaker']",Antoine Fuqua,Kurt Sutter,"Jake Gyllenhaal, Rachel McAdams, Oona Laurence, Forest Whitaker, 50 Cent, Skylan Brooks, Naomie Harris, Victor Ortiz, Beau Knapp, Miguel Gomez, Dominic Colón, Jose Caraballo, Malcolm M. Mays, Aaron Quattrocchi, Lana Young, Danny Henriquez, Patsy Meck, Vito Grassi",Hong Kong,English
2014.0,John Wick,30000000,43037835,76010510,7.4,101,Action,68.0,Chad Stahelski,"['David Leitch', 'Keanu Reeves', 'Michael Nyqvist', 'Alfie Allen', 'Willem Dafoe']",Chad Stahelski,Derek Kolstad,"Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe, Dean Winters, Adrianne Palicki, Omer Barnea, Toby Leonard Moore, Daniel Bernhardt, Bridget Moynahan, John Leguizamo, Ian McShane, Bridget Regan, Lance Reddick, Keith Jardine, Tait Fletcher, Kazy Tauginas, Alexander Frekey",United States,"English, Russian, Hungarian"
2006.0,Glory Road,30000000,42647449,42799060,7.2,118,Biography,58.0,James Gartner,"['Josh Lucas', 'Derek Luke', 'Austin Nichols', 'Jon Voight']",James Gartner,"Christopher Cleveland, Bettina Gilois","Josh Lucas, Derek Luke, Austin Nichols, Jon Voight, Evan Jones, Schin A.S. Kerr, Alphonso McAuley, Mehcad Brooks, Sam Jones III, Damaine Radcliff, Emily Deschanel, Al Shearer, Red West, Kip Weeks, Mitch Eakins, Alejandro D. Hernandez, James Olivard, Wilbur Fitzgerald",United States,English
2003.0,Secondhand Lions,30000000,42070939,47902566,7.5,109,Comedy,52.0,Tim McCanlies,"['Haley Joel Osment', 'Michael Caine', 'Robert Duvall', 'Kyra Sedgwick']",Tim McCanlies,Tim McCanlies,"Haley Joel Osment, Michael Caine, Robert Duvall, Kyra Sedgwick, Nicky Katt, Josh Lucas, Michael O'Neill, Deirdre O'Connell, Eric Balfour, Christian Kane, Kevin Haberer, Emmanuelle Vaugier, Adam Ozturk, Jennifer Stone, Mitchel Musso, Marc Musso, Joe Stevens, Charles Sanders",United States,English
2006.0,Stranger Than Fiction,30000000,40435190,53572822,7.5,113,Comedy,67.0,Marc Forster,"['Will Ferrell', 'Emma Thompson', 'Dustin Hoffman', 'Queen Latifah']",Marc Forster,Zach Helm,"Will Ferrell, Emma Thompson, Dustin Hoffman, Queen Latifah, William Dick, Guy Massey, Martha Espinoza, T.J. Jagodowski, Peter Grosz, Ricky Adams, Christian Stolte, Denise Hughes, Peggy Roeder, Tonray Ho, Tony Hale, Maggie Gyllenhaal, Danny Rhodes, Helen Young",United States,English
2011.0,Barney's Version,30000000,7502560,8845575,7.3,134,Comedy,67.0,Richard J,"['Paul Giamatti', 'Rosamund Pike', 'Jake Hoffman', 'Macha Grenon']",Richard J. Lewis,"Mordecai Richler, Michael Konyves","Paul Giamatti, Rosamund Pike, Jake Hoffman, Macha Grenon, Paul Gross, Atom Egoyan, Mark Camacho, David Pryde, Paula Jean Hixson, Mark Addy, Scott Speedman, Marica Pellegrinelli, Thomas Trabacchi, Clé Bennett, Rachelle Lefevre, Domenico Minutoli, Massimo Wertmüller, Saul Rubinek",Italy,"English, French"
1984.0,Once Upon a Time in America,30000000,5321508,5576072,8.3,229,Crime,75.0,Sergio Leone,"['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Treat Williams']",Sergio Leone,"Harry Grey, Leonardo Benvenuti, Piero De Bernardi","Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld, Burt Young, Joe Pesci, Danny Aiello, William Forsythe, James Hayden, Darlanne Fluegel, Larry Rapp, Dutch Miller, Robert Harper, Richard Bright, Gerard Murphy, Amy Ryder, Olga Karlatos",Italy,"English, Italian, French, Yiddish, Hebrew"
2005.0,Walk the Line,29000000,119519402,187707495,7.8,136,Biography,72.0,James Mangold,"['Joaquin Phoenix', 'Reese Witherspoon', 'Ginnifer Goodwin', 'Robert Patrick']",James Mangold,"Johnny Cash, Gill Dennis, James Mangold","Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick, Dallas Roberts, Dan John Miller, Larry Bagby, Shelby Lynne, Tyler Hilton, Waylon Payne, Shooter Jennings, Sandra Ellis Lafferty, Dan Beene, Clay Steakley, Johnathan Rice, John Holiday, Ridge Canipe, Lucas Till",Germany,"English, Russian"
1987.0,Cry Freedom,29000000,5899797,25899797,7.4,157,Biography,59.0,Richard Attenborough,"['Denzel Washington', 'Kevin Kline', 'Josette Simon', 'Wabei Siyolwe']",Richard Attenborough,"Donald Woods, John Briley","Denzel Washington, Kevin Kline, Josette Simon, Wabei Siyolwe, John Matshikiza, Juanita Waterman, Evelyn Sithole, Xoliswa Sithole, James Coine, Kevin McNally, Albert Ndinda, Andrew Whaley, Shelley Borkum, Penelope Wilton, Kate Hardie, Graeme Taylor, Adam Stuart Walker, Hamish Stuart Walker",United Kingdom,"English, Afrikaans, Xhosa, Zulu, Sotho"
2015.0,Straight Outta Compton,28000000,161197785,202182981,7.8,147,Biography,72.0,F,"[""O'Shea Jackson Jr."", 'Corey Hawkins', 'Jason Mitchell', 'Neil Brown Jr.']",F. Gary Gray,"Jonathan Herman, Andrea Berloff, S. Leigh Savidge","O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr., Aldis Hodge, Marlon Yates Jr., R. Marcus Taylor, Carra Patterson, Alexandra Shipp, Paul Giamatti, Elena Goode, Keith Powers, Joshua Brockington, Sheldon A. Smith, LaKeith Stanfield, Cleavon McClendon, Aeriél Miranda, Lisa Renee Pitts",United States,English
2003.0,Identity,28000000,52131264,82119036,7.3,90,Mystery,64.0,James Mangold,"['John Cusack', 'Ray Liotta', 'Amanda Peet', 'John Hawkes']",James Mangold,Michael Cooney,"John Cusack, Ray Liotta, Amanda Peet, John Hawkes, Alfred Molina, Clea DuVall, John C. McGinley, William Lee Scott, Jake Busey, Pruitt Taylor Vince, Rebecca De Mornay, Carmen Argenziano, Marshall Bell, Leila Kenzle, Matt Letscher, Bret Loehr, Holmes Osborne, Frederick Coffin",United States,English
2011.0,Limitless,27000000,79249455,155564919,7.4,105,Sci,59.0,Neil Burger,"['Bradley Cooper', 'Anna Friel', 'Abbie Cornish', 'Robert De Niro']",Neil Burger,"Leslie Dixon, Alan Glynn","Bradley Cooper, Anna Friel, Abbie Cornish, Robert De Niro, Andrew Howard, Johnny Whitworth, Tomas Arana, Robert John Burke, Darren Goldstein, Ned Eisenberg, T.V. Carpio, Richard Bekins, Patricia Kalember, Cindy Katz, Brian Anthony Wilson, Rebecca Dayan, Ann Marie Green, Damali Mason",United States,"English, Russian, Italian, Mandarin, French"
1991.0,Star Trek VI: The Undiscovered Country,27000000,74888996,96900000,7.2,110,Action,65.0,Nicholas Meyer,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']",Nicholas Meyer,"Gene Roddenberry, Leonard Nimoy, Lawrence Konner","William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, Walter Koenig, Nichelle Nichols, George Takei, Kim Cattrall, Mark Lenard, Grace Lee Whitney, Brock Peters, Leon Russom, Kurtwood Smith, Christopher Plummer, Rosanna DeSoto, David Warner, John Schuck, Michael Dorn",United States,"English, Klingon"
1980.0,The Blues Brothers,27000000,57229890,57245093,7.9,133,Action,60.0,John Landis,"['John Belushi', 'Dan Aykroyd', 'Cab Calloway', 'John Candy']",John Landis,"Dan Aykroyd, John Landis","John Belushi, Dan Aykroyd, Cab Calloway, John Candy, Tom Erhart, Gerald Walling, Walter Levine, Frank Oz, Kathleen Freeman, Alonzo Atkins, James Brown, Chaka Khan, Southern California Community Choir, Armand Cerami, Steven Williams, Stephen Bishop, John Landis, Kristi Oleson",United States,English
2006.0,Lucky Number Slevin,27000000,22495466,55495466,7.7,110,Crime,53.0,Paul McGuigan,"['Josh Hartnett', 'Ben Kingsley', 'Morgan Freeman', 'Lucy Liu']",Paul McGuigan,Jason Smilovic,"Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu, Bruce Willis, Michael Rubenfeld, Peter Outerbridge, Stanley Tucci, Kevin Chamberlin, Dorian Missick, Mykelti Williamson, Scott Gibson, Daniel Kash, Dmitry Chepovetsky, Sam Jaeger, Danny Aiello, Oliver Davis, Corey Stoll",United Kingdom,English
1998.0,Dark City,27000000,14435076,27257061,7.6,100,Fantasy,66.0,Alex Proyas,"['Rufus Sewell', 'Kiefer Sutherland', 'Jennifer Connelly', 'William Hurt']",Alex Proyas,"Alex Proyas, Lem Dobbs, David S. Goyer","Rufus Sewell, Kiefer Sutherland, Jennifer Connelly, William Hurt, Richard O'Brien, Ian Richardson, Bruce Spence, Colin Friels, John Bluthal, Mitchell Butel, Melissa George, Frank Gallacher, Ritchie Singer, Justin Monjo, Nicholas Bell, Satya Gumbert, Noah Gumbert, Frederick Miragliotta",Australia,English
