Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,IMDB Rating,Runtime,Genre,Metascore,Directors,Stars
2021,Shang-Chi and the Legend of the Ten Rings,150000000,224543292,418148439,7.4,132,Action,71.0,Destin Daniel Cretton,"['Simu Liu', 'Awkwafina', 'Tony Leung Chiu-wai', 'Ben Kingsley']"
2005,Charlie and the Chocolate Factory,150000000,206459076,475825484,6.7,115,Adventure,72.0,Tim Burton,"['Johnny Depp', 'Freddie Highmore', 'David Kelly', 'Helena Bonham Carter']"
2007,Ratatouille,150000000,206445654,626549695,8.1,111,Animation,96.0,Brad Bird,"['Jan Pinkava', 'Brad Garrett', 'Lou Romano', 'Patton Oswalt', 'Ian Holm']"
2013,Thor: The Dark World,150000000,206362140,644602516,6.8,112,Action,54.0,Alan Taylor,"['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston', 'Stellan Skarsgård']"
2005,Batman Begins,150000000,205343774,358858124,8.2,140,Action,70.0,Christopher Nolan,"['Christian Bale', 'Michael Caine', 'Ken Watanabe', 'Liam Neeson']"
2017,Dunkirk,150000000,190068280,519452014,7.8,106,Action,94.0,Christopher Nolan,"['Fionn Whitehead', 'Barry Keoghan', 'Mark Rylance', 'Tom Hardy']"
2011,Thor,150000000,181030624,449326618,7.0,115,Action,57.0,Kenneth Branagh,"['Chris Hemsworth', 'Anthony Hopkins', 'Natalie Portman', 'Tom Hiddleston']"
2008,Madagascar: Escape 2 Africa,150000000,180174880,599680774,6.6,89,Animation,61.0,Eric Darnell,"['Tom McGrath', 'Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith']"
2009,X-Men Origins: Wolverine,150000000,179883157,374825760,6.5,107,Action,40.0,Gavin Hood,"['Hugh Jackman', 'Liev Schreiber', 'Ryan Reynolds', 'Danny Huston']"
2009,Night at the Museum: Battle of the Smithsonian,150000000,177243721,402231063,6.0,105,Adventure,42.0,Shawn Levy,"['Ben Stiller', 'Owen Wilson', 'Amy Adams', 'Hank Azaria']"
2011,Kung Fu Panda 2,150000000,165249063,664837547,7.2,90,Animation,67.0,Jennifer Yuh Nelson,"['Jack Black', 'Angelina Jolie', 'Jackie Chan', 'Dustin Hoffman']"
2015,Mad Max: Fury Road,150000000,153636354,367457874,8.1,120,Action,90.0,George Miller,"['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Zoë Kravitz']"
2019,Pokémon: Detective Pikachu,150000000,144105346,431482976,6.5,104,Action,53.0,Rob Letterman,"['Ryan Reynolds', 'Justice Smith', 'Kathryn Newton', 'Bill Nighy']"
2003,The Matrix Revolutions,150000000,139270910,427300260,6.7,129,Action,47.0,Lana Wachowski,"['Lilly Wachowski', 'Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving']"
2018,Ready Player One,150000000,137690172,579055653,7.4,140,Action,64.0,Steven Spielberg,"['Tye Sheridan', 'Olivia Cooke', 'Ben Mendelsohn', 'Lena Waithe']"
2005,Chicken Little,150000000,135386665,310043823,5.7,81,Animation,48.0,Mark Dindal,"['Zach Braff', 'Joan Cusack', 'Garry Marshall', 'Don Knotts']"
2006,Mission: Impossible III,150000000,133501348,399387745,6.9,126,Action,66.0,J,"['Tom Cruise', 'Michelle Monaghan', 'Ving Rhames', 'Philip Seymour Hoffman']"
2009,Angels & Demons,150000000,133375846,490875846,6.7,138,Action,48.0,Ron Howard,"['Tom Hanks', 'Ewan McGregor', 'Ayelet Zurer', 'Stellan Skarsgård']"
2004,Troy,150000000,133298577,483152040,7.3,163,Drama,56.0,Wolfgang Petersen,"['Brad Pitt', 'Eric Bana', 'Orlando Bloom', 'Julian Glover']"
2007,Bee Movie,150000000,126631277,287594577,6.1,91,Animation,54.0,Simon J,"['Steve Hickner', 'Jerry Seinfeld', 'Renée Zellweger', 'Matthew Broderick', 'Patrick Warburton']"
2009,G-Force,150000000,119436770,292817841,5.1,88,Animation,41.0,Hoyt Yeatman,"['Will Arnett', 'Penélope Cruz', 'Zach Galifianakis', 'Bill Nighy']"
2008,Bolt,150000000,114053579,328015029,6.8,96,Animation,67.0,Byron Howard,"['Chris Williams', 'John Travolta', 'Miley Cyrus', 'Susie Essman', 'Mark Walton']"
2012,Wrath of the Titans,150000000,83670083,305270083,5.7,99,Action,37.0,Jonathan Liebesman,"['Sam Worthington', 'Liam Neeson', 'Rosamund Pike', 'Ralph Fiennes']"
2007,Beowulf,150000000,82280579,195080579,6.3,115,Animation,59.0,Robert Zemeckis,"['Ray Winstone', 'Crispin Glover', 'Angelina Jolie', 'Robin Wright']"
2012,Dark Shadows,150000000,79727149,238202668,6.2,113,Comedy,55.0,Tim Burton,"['Johnny Depp', 'Michelle Pfeiffer', 'Eva Green', 'Helena Bonham Carter']"
2013,White House Down,150000000,73103784,205440387,6.3,131,Action,52.0,Roland Emmerich,"['Channing Tatum', 'Jamie Foxx', 'Maggie Gyllenhaal', 'Jason Clarke']"
2010,The Wolfman,150000000,62189884,142634358,5.8,103,Drama,43.0,Joe Johnston,"['Benicio Del Toro', 'Anthony Hopkins', 'Emily Blunt', 'Simon Merrells']"
2016,The Great Wall,150000000,45157105,334486852,5.9,103,Action,42.0,Yimou Zhang,"['Matt Damon', 'Tian Jing', 'Willem Dafoe', 'Andy Lau']"
2015,Pan,150000000,35088320,151525973,5.7,111,Action,36.0,Joe Wright,"['Levi Miller', 'Hugh Jackman', 'Garrett Hedlund', 'Rooney Mara']"
2011,Mars Needs Moms,150000000,21392758,39549758,5.4,88,Animation,49.0,Simon Wells,"['Seth Green', 'Joan Cusack', 'Dan Fogler', 'Elisabeth Harnois']"
2021,Red Notice,150000000,0,173638,6.3,118,Action,37.0,Rawson Marshall Thurber,"['Dwayne Johnson', 'Ryan Reynolds', 'Gal Gadot', 'Ritu Arya']"
2022,Moonfall,150000000,0,0,5.1,130,Action,41.0,Roland Emmerich,"['Halle Berry', 'Patrick Wilson', 'John Bradley', 'Charlie Plummer']"
2006,Flushed Away,149000000,64665672,179357126,6.6,85,Animation,74.0,David Bowers,"['Sam Fell', 'Hugh Jackman', 'Kate Winslet', 'Ian McKellen', 'Jean Reno']"
2012,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,6.8,93,Animation,60.0,Eric Darnell,"['Tom McGrath', 'Conrad Vernon', 'Ben Stiller', 'Jada Pinkett Smith', 'Chris Rock', 'David Schwimmer']"
2014,How to Train Your Dragon 2,145000000,177002924,614586270,7.8,102,Animation,77.0,Dean DeBlois,"['Jay Baruchel', 'Cate Blanchett', 'Gerard Butler', 'Craig Ferguson']"
1999,Tarzan,145000000,171091819,448191819,7.3,88,Animation,79.0,Chris Buck,"['Kevin Lima', 'Tony Goldwyn', 'Minnie Driver', 'Brian Blessed', 'Glenn Close']"
2014,Mr. Peabody & Sherman,145000000,111506430,269806430,6.8,92,Animation,59.0,Rob Minkoff,"['Ty Burrell', 'Max Charles', 'Stephen Colbert', 'Leslie Mann']"
2012,Rise of the Guardians,145000000,103412758,306900902,7.2,97,Animation,58.0,Peter Ramsey,"['Hugh Jackman', 'Alec Baldwin', 'Isla Fisher', 'Chris Pine']"
2005,Sahara,145000000,68671925,121645390,6.0,124,Action,41.0,Breck Eisner,"['Matthew McConaughey', 'Penélope Cruz', 'Steve Zahn', 'Mark Aspinall']"
2002,Die Another Day,142000000,160942139,431942139,6.1,133,Action,56.0,Lee Tamahori,"['Pierce Brosnan', 'Halle Berry', 'Rosamund Pike', 'Toby Stephens']"
2009,Star Trek,140000000,257730019,386839614,7.9,127,Action,82.0,J,"['Chris Pine', 'Zachary Quinto', 'Simon Pegg', 'Leonard Nimoy']"
1998,Armageddon,140000000,201578182,554600000,6.7,151,Action,42.0,Michael Bay,"['Bruce Willis', 'Billy Bob Thornton', 'Ben Affleck', 'Liv Tyler']"
2011,Captain America: The First Avenger,140000000,176654505,370569776,6.9,124,Action,66.0,Joe Johnston,"['Chris Evans', 'Hugo Weaving', 'Samuel L. Jackson', 'Hayley Atwell']"
2016,Kung Fu Panda 3,140000000,143528619,521170825,7.1,95,Animation,66.0,Alessandro Carloni,"['Jennifer Yuh Nelson', 'Jack Black', 'Bryan Cranston', 'Dustin Hoffman', 'Angelina Jolie']"
1998,Lethal Weapon 4,140000000,130444603,285400000,6.6,127,Action,37.0,Richard Donner,"['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo']"
2013,G.I. Joe: Retaliation,140000000,122523060,375740705,5.7,110,Action,41.0,Jon M,"['Dwayne Johnson', 'Channing Tatum', 'Adrianne Palicki', 'Lee Byung-hun']"
2003,The Last Samurai,140000000,111110575,456810575,7.8,154,Action,55.0,Edward Zwick,"['Tom Cruise', 'Ken Watanabe', 'Billy Connolly', 'William Atherton']"
2014,Exodus: Gods and Kings,140000000,65014513,268314513,6.0,150,Action,52.0,Ridley Scott,"['Christian Bale', 'Joel Edgerton', 'Ben Kingsley', 'Sigourney Weaver']"
2016,The BFG,140000000,55483770,199646680,6.3,117,Adventure,66.0,Steven Spielberg,"['Mark Rylance', 'Ruby Barnhill', 'Penelope Wilton', 'Jemaine Clement']"
2019,Gemini Man,140000000,48546770,166623705,5.7,117,Action,38.0,Ang Lee,"['Will Smith', 'Mary Elizabeth Winstead', 'Clive Owen', 'Benedict Wong']"
2016,Gods of Egypt,140000000,31153464,138836756,5.4,127,Action,25.0,Alex Proyas,"['Brenton Thwaites', 'Nikolaj Coster-Waldau', 'Gerard Butler', 'Chadwick Boseman']"
2022,Top Gun: Maverick,140000000,0,0,8.3,130,Action,78.0,Joseph Kosinski,"['Tom Cruise', 'Jennifer Connelly', 'Miles Teller', 'Val Kilmer']"
2002,Spider-Man,139000000,403706375,821706375,7.4,121,Action,73.0,Sam Raimi,"['Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe', 'James Franco']"
2009,Watchmen,138000000,107509799,186976250,7.6,162,Action,56.0,Zack Snyder,"['Jackie Earle Haley', 'Patrick Wilson', 'Carla Gugino', 'Malin Akerman']"
2005,Stealth,138000000,32116746,76416746,5.1,121,Action,35.0,Rob Cohen,"['Josh Lucas', 'Jessica Biel', 'Jamie Foxx', 'Sam Shepard']"
2008,The Incredible Hulk,137500000,134806913,265573859,6.6,112,Action,61.0,Louis Leterrier,"['Edward Norton', 'Liv Tyler', 'Tim Roth', 'William Hurt']"
2003,Hulk,137000000,132177234,245031679,5.6,138,Action,54.0,Ang Lee,"['Eric Bana', 'Jennifer Connelly', 'Sam Elliott', 'Josh Lucas']"
2001,Final Fantasy: The Spirits Within,137000000,32131830,85131830,6.4,106,Animation,49.0,Hironobu Sakaguchi,"['Motonori Sakakibara', 'Alec Baldwin', 'Steve Buscemi', 'Ming-Na Wen', 'Ving Rhames']"
2013,The Croods,135000000,187168425,573068425,7.2,98,Animation,55.0,Kirk DeMicco,"['Chris Sanders', 'Nicolas Cage', 'Ryan Reynolds', 'Emma Stone', 'Catherine Keener']"
2011,Rango,135000000,123477607,245724600,7.2,107,Animation,75.0,Gore Verbinski,"['Johnny Depp', 'Isla Fisher', 'Timothy Olyphant', 'Abigail Breslin']"
2003,Master and Commander: The Far Side of the World,135000000,93926386,212912137,7.5,138,Action,81.0,Peter Weir,"['Russell Crowe', 'Paul Bettany', 'Billy Boyd', ""James D'Arcy""]"
2013,Turbo,135000000,83028130,286896578,6.4,96,Animation,58.0,David Soren,"['Ryan Reynolds', 'Paul Giamatti', 'Maya Rudolph', 'Samuel L. Jackson']"
2016,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374,5.9,112,Action,40.0,Dave Green,"['Megan Fox', 'Will Arnett', 'Tyler Perry', 'Laura Linney']"
2011,Happy Feet Two,135000000,64006466,157956466,5.8,100,Animation,50.0,George Miller,"['Gary Eck', 'David Peers', 'Elijah Wood', 'Robin Williams', 'Pink', 'Carlos Alazraqui']"
2006,Miami Vice,135000000,63478838,164920076,6.0,132,Action,66.0,Michael Mann,"['Colin Farrell', 'Jamie Foxx', 'Gong Li', 'Naomie Harris']"
2018,The Nutcracker and the Four Realms,132900000,54858851,170024300,5.6,99,Adventure,39.0,Lasse Hallström,"['Joe Johnston', 'Mackenzie Foy', 'Keira Knightley', 'Morgan Freeman', 'Helen Mirren']"
2005,War of the Worlds,132000000,234280354,606836535,6.5,116,Action,73.0,Steven Spielberg,"['Tom Cruise', 'Dakota Fanning', 'Tim Robbins', 'Miranda Otto']"
2014,Penguins of Madagascar,132000000,83350911,366942531,6.6,92,Animation,53.0,Eric Darnell,"['Simon J. Smith', 'Tom McGrath', 'Chris Miller', 'Christopher Knights', 'Conrad Vernon']"
2013,The Hunger Games: Catching Fire,130000000,424668047,864868047,7.5,146,Action,76.0,Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Philip Seymour Hoffman']"
2004,Harry Potter and the Prisoner of Azkaban,130000000,249757726,789592708,7.9,142,Adventure,82.0,Alfonso Cuarón,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Richard Griffiths']"
2007,The Bourne Ultimatum,130000000,227471070,444043396,8.0,115,Action,85.0,Paul Greengrass,"['Matt Damon', 'Edgar Ramírez', 'Joan Allen', 'Julia Stiles']"
2018,Ant-Man and the Wasp,130000000,216648740,623144660,7.0,118,Action,70.0,Peyton Reed,"['Paul Rudd', 'Evangeline Lilly', 'Michael Peña', 'Walton Goggins']"
2008,Kung Fu Panda,130000000,215434591,631910531,7.6,92,Animation,74.0,Mark Osborne,"['John Stevenson', 'Jack Black', 'Ian McShane', 'Angelina Jolie', 'Dustin Hoffman']"
2015,Ant-Man,130000000,180202163,518858449,7.3,117,Action,64.0,Peyton Reed,"['Paul Rudd', 'Michael Douglas', 'Corey Stoll', 'Evangeline Lilly']"
2018,Mary Poppins Returns,130000000,171958438,348901032,6.7,130,Adventure,66.0,Rob Marshall,"['Emily Blunt', 'Lin-Manuel Miranda', 'Ben Whishaw', 'Emily Mortimer']"
2011,Puss in Boots,130000000,149260504,554987477,6.6,90,Animation,65.0,Chris Miller,"['Antonio Banderas', 'Salma Hayek', 'Zach Galifianakis', 'Billy Bob Thornton']"
2010,Megamind,130000000,148415853,321887208,7.3,95,Animation,63.0,Tom McGrath,"['Will Ferrell', 'Jonah Hill', 'Brad Pitt', 'Tina Fey']"
2003,Bad Boys II,130000000,138540870,273271982,6.6,147,Action,38.0,Michael Bay,"['Will Smith', 'Martin Lawrence', 'Gabrielle Union', 'Jordi Mollà']"
2014,Rio 2,130000000,131538435,492846291,6.3,101,Animation,49.0,Carlos Saldanha,"['Jesse Eisenberg', 'Anne Hathaway', 'Jemaine Clement', 'Andy Garcia']"
2010,Salt,130000000,118311368,290650494,6.4,100,Action,65.0,Phillip Noyce,"['Angelina Jolie', 'Liev Schreiber', 'Chiwetel Ejiofor', 'Daniel Olbrychski']"
2014,Noah,130000000,101200044,352831065,5.8,138,Action,68.0,Darren Aronofsky,"['Russell Crowe', 'Jennifer Connelly', 'Anthony Hopkins', 'Emma Watson']"
2011,The Adventures of Tintin,130000000,77591831,373993951,7.3,107,Animation,68.0,Steven Spielberg,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig', 'Simon Pegg']"
2013,After Earth,130000000,60522097,251499665,4.8,100,Action,33.0,M,"['Jaden Smith', 'David Denman', 'Will Smith', 'Sophie Okonedo']"
2008,Australia,130000000,49554002,215080810,6.6,165,Adventure,53.0,Baz Luhrmann,"['Nicole Kidman', 'Hugh Jackman', 'Shea Adams', 'Eddie Baroo']"
2013,R.I.P.D.,130000000,33618855,79076678,5.6,96,Action,25.0,Robert Schwentke,"['Ryan Reynolds', 'Jeff Bridges', 'Mary-Louise Parker', 'Kevin Bacon']"
2019,How to Train Your Dragon: The Hidden World,129000000,160799505,522747474,7.4,104,Animation,71.0,Dean DeBlois,"['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham', 'Cate Blanchett']"
2000,Dinosaur,127500000,137748063,356148063,6.4,82,Animation,56.0,Eric Leighton,"['Ralph Zondag', 'D.B. Sweeney', 'Julianna Margulies', 'Samuel E. Wright', 'Alfre Woodard']"
2017,Logan,127000000,226277068,614202315,8.1,137,Action,77.0,James Mangold,"['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen', 'Boyd Holbrook']"
2014,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,6.2,98,Adventure,47.0,Shawn Levy,"['Ben Stiller', 'Robin Williams', 'Owen Wilson', 'Dick Van Dyke']"
2014,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,6.6,123,Action,64.0,Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson']"
2019,Jumanji: The Next Level,125000000,316831246,798332900,6.7,123,Action,58.0,Jake Kasdan,"['Dwayne Johnson', 'Jack Black', 'Kevin Hart', 'Karen Gillan']"
2006,The Da Vinci Code,125000000,217536138,767820459,6.6,149,Mystery,46.0,Ron Howard,"['Tom Hanks', 'Audrey Tautou', 'Jean Reno', 'Ian McKellen']"
2011,Fast Five,125000000,210031325,630163454,7.3,130,Action,66.0,Justin Lin,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Jordana Brewster']"
2011,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,7.4,129,Action,48.0,Guy Ritchie,"['Robert Downey Jr.', 'Jude Law', 'Jared Harris', 'Rachel McAdams']"
2004,The Day After Tomorrow,125000000,186740799,555840117,6.4,124,Action,47.0,Roland Emmerich,"['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum', 'Dash Mihok']"
2017,The Boss Baby,125000000,175003033,527965936,6.3,97,Animation,50.0,Tom McGrath,"['Alec Baldwin', 'Steve Buscemi', 'Jimmy Kimmel', 'Lisa Kudrow']"
2016,Trolls,125000000,153707064,343242613,6.4,92,Animation,55.0,Mike Mitchell,"['Walt Dohrn', 'Anna Kendrick', 'Justin Timberlake', 'Zooey Deschanel', 'Christopher Mintz-Plasse']"
2012,Prometheus,125000000,126477084,402448265,7.0,124,Adventure,64.0,Ridley Scott,"['Noomi Rapace', 'Logan Marshall-Green', 'Michael Fassbender', 'Charlize Theron']"
2012,The Bourne Legacy,125000000,113203870,280355920,6.6,135,Action,61.0,Tony Gilroy,"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton', 'Scott Glenn']"
2018,Skyscraper,125000000,68420120,304868961,5.8,102,Action,51.0,Rawson Marshall Thurber,"['Dwayne Johnson', 'Neve Campbell', 'Chin Han', 'Roland Møller']"
2020,The Call of the Wild,125000000,62342368,107360936,6.7,100,Adventure,48.0,Chris Sanders,"['Harrison Ford', 'Omar Sy', 'Cara Gee', 'Dan Stevens']"
2016,Monster Trucks,125000000,33370166,61642798,5.7,104,Action,41.0,Chris Wedge,"['Lucas Till', 'Jane Levy', 'Thomas Lennon', 'Barry Pepper']"
1999,The 13th Warrior,125000000,32698899,61698899,6.6,102,Action,42.0,John McTiernan,"['Michael Crichton', 'Antonio Banderas', 'Diane Venora', 'Dennis Storhøi', 'Vladimir Kulich']"
2000,How the Grinch Stole Christmas,123000000,260348825,345445403,6.3,104,Comedy,46.0,Ron Howard,"['Jim Carrey', 'Taylor Momsen', 'Kelley', 'Jeffrey Tambor']"
2000,The Perfect Storm,120000000,182618434,328711434,6.5,130,Action,59.0,Wolfgang Petersen,"['George Clooney', 'Mark Wahlberg', 'John C. Reilly', 'Diane Lane']"
2016,Jason Bourne,120000000,162192920,416168316,6.6,123,Action,58.0,Paul Greengrass,"['Matt Damon', 'Tommy Lee Jones', 'Alicia Vikander', 'Vincent Cassel']"
2007,Fantastic Four: Rise of the Silver Surfer,120000000,131921738,289480691,5.6,92,Action,45.0,Tim Story,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis']"
2012,Life of Pi,120000000,124987022,619310368,7.9,127,Adventure,79.0,Ang Lee,"['Suraj Sharma', 'Irrfan Khan', 'Adil Hussain', 'Tabu']"
2007,Ghost Rider,120000000,115802596,229545589,5.3,110,Action,35.0,Mark Steven Johnson,"['Nicolas Cage', 'Eva Mendes', 'Sam Elliott', 'Matt Long']"
2018,Rampage,120000000,101028233,427947217,6.1,107,Action,45.0,Brad Peyton,"['Dwayne Johnson', 'Naomie Harris', 'Malin Akerman', 'Jeffrey Dean Morgan']"
2003,Charlie's Angels: Full Throttle,120000000,100814328,227163273,4.9,106,Action,48.0,McG,"['Drew Barrymore', 'Lucy Liu', 'Cameron Diaz', 'Bernie Mac']"
2013,Elysium,120000000,93050117,286192091,6.6,109,Action,61.0,Neill Blomkamp,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley', 'Alice Braga']"
2013,Oblivion,120000000,89107235,287916633,7.0,124,Action,54.0,Joseph Kosinski,"['Tom Cruise', 'Morgan Freeman', 'Andrea Riseborough', 'Olga Kurylenko']"
2017,Power Rangers,120000000,85364450,142531552,5.9,124,Action,44.0,Dean Israelite,"['Dacre Montgomery', 'Naomi Scott', 'RJ Cyler', 'Ludi Lin']"
2002,Stuart Little 2,120000000,64956806,166000000,5.5,77,Animation,66.0,Rob Minkoff,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie', 'Jonathan Lipnicki']"
2004,The Chronicles of Riddick,120000000,57712751,107212751,6.6,119,Action,38.0,David Twohy,"['Vin Diesel', 'Judi Dench', 'Colm Feore', 'Thandiwe Newton']"
2008,Speed Racer,120000000,43945766,93394462,6.1,135,Action,37.0,Lana Wachowski,"['Lilly Wachowski', 'Emile Hirsch', 'Matthew Fox', 'Christina Ricci', 'Nicholas Elia']"
2010,Knight and Day,117000000,76423035,258751370,6.3,109,Action,46.0,James Mangold,"['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard', 'Jordi Mollà']"
2013,The Wolverine,115000000,132556852,416456852,6.7,126,Action,61.0,James Mangold,"['Hugh Jackman', 'Will Yun Lee', 'Tao Okamoto', 'Rila Fukushima']"
2002,Windtalkers,115000000,40914068,77628265,6.1,134,Action,51.0,John Woo,"['Nicolas Cage', 'Adam Beach', 'Peter Stormare', 'Noah Emmerich']"
2010,Gulliver's Travels,112000000,42779261,232017848,4.9,85,Adventure,33.0,Rob Letterman,"['Jack Black', 'Emily Blunt', 'Jason Segel', 'Amanda Peet']"
2017,Ferdinand,111000000,84410380,289838913,6.7,108,Animation,58.0,Carlos Saldanha,"['John Cena', 'Kate McKinnon', 'Bobby Cannavale', 'Jack Gore']"
2018,Deadpool 2,110000000,324591735,786362370,7.6,119,Action,66.0,David Leitch,"['Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin', 'Julian Dennison']"
2013,Gravity,110000000,274092705,688214291,7.7,91,Drama,96.0,Alfonso Cuarón,"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen']"
2006,Night at the Museum,110000000,250863268,579446407,6.4,108,Adventure,48.0,Shawn Levy,"['Ben Stiller', 'Carla Gugino', 'Ricky Gervais', 'Dick Van Dyke']"
2015,San Andreas,110000000,155190832,456258539,6.1,114,Action,43.0,Brad Peyton,"['Dwayne Johnson', 'Carla Gugino', 'Alexandra Daddario', 'Colton Haynes']"
2011,The Smurfs,110000000,142614158,563749323,5.4,103,Animation,30.0,Raja Gosnell,"['Hank Azaria', 'Katy Perry', 'Jonathan Winters', 'Neil Patrick Harris']"
2007,Live Free or Die Hard,110000000,134529403,382288147,7.1,128,Action,69.0,Len Wiseman,"['Bruce Willis', 'Justin Long', 'Timothy Olyphant', 'Maggie Q']"
2015,The Divergent Series: Insurgent,110000000,130179072,295075882,6.2,119,Action,42.0,Robert Schwentke,"['Shailene Woodley', 'Ansel Elgort', 'Theo James', 'Kate Winslet']"
2004,Ocean's Twelve,110000000,125531634,362989076,6.5,125,Crime,58.0,Steven Soderbergh,"['George Clooney', 'Brad Pitt', 'Julia Roberts', 'Catherine Zeta-Jones']"
1997,Tomorrow Never Dies,110000000,125304276,339504276,6.5,119,Action,52.0,Roger Spottiswoode,"['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh', 'Teri Hatcher']"
